
user_id,branch_id,credit_pack_id,credit_pack_purchased_at,created_at,credit_pack_purchase_details
7961610a-693c-4533-95e8-692a7cf56885,183bf829-76c2-44c7-8a20-b5c8b073efcb,f7ef29e9-b44a-4678-a74a-b11fc267a136,2023-09-18 05:00:58.865,2023-09-18 05:30:10.866,"{\"name\": \"Yearly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
7280906d-97fa-479f-b257-c9f2d7bfb6ba,183bf829-76c2-44c7-8a20-b5c8b073efcb,6e7855a0-532d-4f43-96c0-c8961dfb6c80,2024-03-07 18:45:56.186,2024-03-07 19:04:59.214,"{\"name\": \"Monthly Membership\",\"source\": \"REFERRAL\"}"
a55211af-ebef-4ac7-bac9-be25c2ea3820,dd588b33-76f9-4032-a754-6aa34e26de7b,9d55afc6-971d-4f09-b3c9-1fa296a7d226,2024-01-13 13:18:57.504,2024-01-13 13:25:59.426,"{\"name\": \"Yearly Membership\",\"source\": \"REFERRAL\"}"
6534cb41-6517-4ef9-a84c-5685ee6f719d,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,fb248b1e-f044-4681-accd-30eb2e12c3b2,2024-01-31 19:23:04.874,2024-01-31 19:45:13.932,"{\"name\": \"Weekly Membership\",\"source\": \"REFERRAL\"}"
6a388309-2818-4170-8909-3167eb82df1e,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,e1c59953-f9f1-426e-a674-02d7ce927257,2023-12-26 18:41:13.926,2023-12-26 18:53:59.602,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
17d9c6e4-3ad0-4b3f-b032-b44291d8fdd1,679d63bc-b896-480b-be7f-c48780872ba6,d58b0dc2-ba31-431a-8b4b-a45b143e0aaa,2024-06-03 05:47:21.727,2024-06-03 06:02:37.980,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
b9c36c7f-dd96-44f8-88f8-ffdf6be81344,dd588b33-76f9-4032-a754-6aa34e26de7b,55e95b7f-5667-423a-ae07-3fecf18bec9a,2023-12-17 08:33:19.308,2023-12-17 08:52:21.561,"{\"name\": \"Weekly Membership\",\"source\": \"WEBPORTAL\"}"
a309ddfd-b618-4adb-8f29-2fd427e3ad09,dd588b33-76f9-4032-a754-6aa34e26de7b,7f20ca27-6a6e-43bd-93cb-8d7dab1fac97,2023-09-14 22:33:01.909,2023-09-14 22:55:18.603,"{\"name\": \"Monthly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
2653569d-07f8-4729-81e9-ef6a53d11b76,679d63bc-b896-480b-be7f-c48780872ba6,9c596da1-4b6b-4ca3-8529-ae14ca6cc556,2023-12-16 05:23:21.016,2023-12-16 05:33:21.244,"{\"name\": \"Yearly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
7643d20f-356c-4f8b-a909-7b9c1815ca95,183bf829-76c2-44c7-8a20-b5c8b073efcb,1214e5cd-2be4-47eb-96a5-f83aa9b6c891,2023-08-14 11:18:07.063,2023-08-14 11:37:07.452,"{\"name\": \"Weekly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
0cebe138-0e46-4312-9cc4-ec5dc8666a42,679d63bc-b896-480b-be7f-c48780872ba6,ff260aa0-a7dd-49a6-a58d-21a86b91c5d9,2023-08-06 17:52:37.141,2023-08-06 18:19:51.999,"{\"name\": \"Monthly Membership\",\"source\": \"REFERRAL\"}"
a55211af-ebef-4ac7-bac9-be25c2ea3820,dd588b33-76f9-4032-a754-6aa34e26de7b,3d7ee1fd-5b8f-49cb-8f64-6cfaeefd0714,2024-03-12 06:05:38.984,2024-03-12 06:11:38.793,"{\"name\": \"Weekly Membership\",\"source\": \"REFERRAL\"}"
2ae67883-12f5-441c-81bf-6b3ba94b71de,679d63bc-b896-480b-be7f-c48780872ba6,5a31a953-d09a-46d0-830f-427858025cbe,2023-09-12 00:44:11.582,2023-09-12 01:06:36.101,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
d7455936-559f-403b-8a1e-418be08ec623,dd588b33-76f9-4032-a754-6aa34e26de7b,f21f71cf-badd-4029-a5ca-12e95b84cbeb,2023-09-08 02:52:25.424,2023-09-08 03:03:08.537,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
b06251b8-a11b-4e92-8c79-2f57cacd59ec,dd588b33-76f9-4032-a754-6aa34e26de7b,86080c66-6b6a-44f2-8791-5d395649f104,2024-06-10 11:38:58.643,2024-06-10 12:08:00.892,"{\"name\": \"Yearly Membership\",\"source\": \"WEBPORTAL\"}"
8d26c0ec-2fcd-4080-a114-3b568ff4224b,183bf829-76c2-44c7-8a20-b5c8b073efcb,4951093a-043d-40e7-b969-fdbe84b29ec2,2023-07-27 12:10:34.441,2023-07-27 12:33:48.311,"{\"name\": \"Weekly Membership\",\"source\": \"WEBPORTAL\"}"
9010107a-a1b5-4f7f-b9cb-4b0eafe25098,183bf829-76c2-44c7-8a20-b5c8b073efcb,fccdce61-8f4a-438c-bf16-0db9cef86717,2023-12-08 12:13:38.839,2023-12-08 12:30:14.748,"{\"name\": \"Monthly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
b6befe13-ba16-4736-bc45-db0b26e77c48,dd588b33-76f9-4032-a754-6aa34e26de7b,359e6418-6663-48b9-970b-9441cf4c4a28,2023-10-14 08:16:34.254,2023-10-14 08:18:44.871,"{\"name\": \"Yearly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
348a9a95-f1a3-412d-9824-894cd77f1e3a,679d63bc-b896-480b-be7f-c48780872ba6,c667f8f2-9e2a-4e4b-b17b-4e14b195546e,2023-11-04 17:52:30.717,2023-11-04 18:11:44.129,"{\"name\": \"Weekly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
42f792d5-a5e2-40f5-b902-898c8da3b040,679d63bc-b896-480b-be7f-c48780872ba6,422bca7a-078e-4975-bc9f-c2d6cf3e7502,2023-12-05 14:46:38.292,2023-12-05 14:47:07.551,"{\"name\": \"Monthly Membership\",\"source\": \"REFERRAL\"}"
54078046-db8b-4c5a-80e2-e51057fe8d8e,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,fbd4039a-a1fc-4965-96e0-64588b852fa8,2023-07-17 12:43:06.088,2023-07-17 12:46:27.633,"{\"name\": \"Yearly Membership\",\"source\": \"REFERRAL\"}"
50da1ec7-c569-41b9-abac-1559cb7ac89c,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,8492b799-3300-4829-adeb-74f8dc0aa75c,2023-07-22 05:24:26.101,2023-07-22 05:42:16.229,"{\"name\": \"Weekly Membership\",\"source\": \"REFERRAL\"}"
5a8223b4-ca9f-4698-ac36-bdc6d3f0bc66,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,16c8ab21-d42a-49d1-b7df-749b3bbdc5cd,2023-09-25 18:37:15.539,2023-09-25 18:44:22.122,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
b9c36c7f-dd96-44f8-88f8-ffdf6be81344,dd588b33-76f9-4032-a754-6aa34e26de7b,1d988cca-a8ee-4c71-8dc4-66144879ba95,2023-11-14 21:14:58.150,2023-11-14 21:34:01.049,"{\"name\": \"Yearly Membership\",\"source\": \"WEBPORTAL\"}"
1d5fdf23-e6a3-4e86-a740-22ad79eb67b9,679d63bc-b896-480b-be7f-c48780872ba6,20109018-a569-4f9d-b480-0b70e24b52f0,2024-05-10 06:35:39.855,2024-05-10 06:55:37.167,"{\"name\": \"Weekly Membership\",\"source\": \"WEBPORTAL\"}"
0952aadb-1834-414c-bb94-756544803883,679d63bc-b896-480b-be7f-c48780872ba6,b9376697-0322-4454-8a3c-5aedab5cb305,2023-12-10 00:56:08.155,2023-12-10 00:56:56.493,"{\"name\": \"Yearly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
50da1ec7-c569-41b9-abac-1559cb7ac89c,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,ed5b0dc9-d6c5-4f9a-b7c7-b7a0813ffdf9,2023-08-05 01:39:29.323,2023-08-05 02:05:23.720,"{\"name\": \"Weekly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
95a709f1-954d-4531-853b-1a7c9567516e,183bf829-76c2-44c7-8a20-b5c8b073efcb,ee8312cb-3f1e-4fd6-a092-b43d68182515,2024-06-12 03:45:43.842,2024-06-12 03:48:20.323,"{\"name\": \"Monthly Membership\",\"source\": \"REFERRAL\"}"
7e8795e8-325f-4e65-970a-e58430316ea7,183bf829-76c2-44c7-8a20-b5c8b073efcb,10c047d8-9ee0-4f10-bd12-152a4065b64f,2024-01-29 10:08:55.766,2024-01-29 10:22:35.419,"{\"name\": \"Yearly Membership\",\"source\": \"REFERRAL\"}"
50da1ec7-c569-41b9-abac-1559cb7ac89c,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,94985ef7-888b-464a-b215-4a3be9e905a2,2023-11-10 13:55:13.286,2023-11-10 13:58:25.228,"{\"name\": \"Weekly Membership\",\"source\": \"REFERRAL\"}"
1d5fdf23-e6a3-4e86-a740-22ad79eb67b9,679d63bc-b896-480b-be7f-c48780872ba6,647f4154-9496-473e-a45d-b7a901b8bc10,2024-02-17 20:19:17.199,2024-02-17 20:45:47.330,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
77b23c41-48c9-4493-bbf2-40db442cb444,183bf829-76c2-44c7-8a20-b5c8b073efcb,fb042fd9-2926-4feb-8ad8-728b49fd59f7,2024-07-01 00:07:33.994,2024-07-01 00:16:44.125,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
52b1a258-b7ab-49d3-a7e5-af564a3cd20a,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,0a4d4ed1-884e-4eeb-ac43-a99a928060db,2024-01-28 09:32:42.923,2024-01-28 09:47:22.815,"{\"name\": \"Yearly Membership\",\"source\": \"WEBPORTAL\"}"
0d0bbdea-bc4e-41e6-86a3-38fc13f9933d,679d63bc-b896-480b-be7f-c48780872ba6,61db005c-f3a1-4671-a6ba-a6a4217b8fdb,2023-11-28 14:00:00.148,2023-11-28 14:26:22.770,"{\"name\": \"Weekly Membership\",\"source\": \"WEBPORTAL\"}"
70ae8751-489d-4c64-9197-a80e93498e6e,183bf829-76c2-44c7-8a20-b5c8b073efcb,77e88a20-2f1f-43c9-9e0f-848c65a6827e,2023-08-13 13:19:59.792,2023-08-13 13:20:09.652,"{\"name\": \"Monthly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
5ab65223-ff3e-4d46-b3b4-2ecb9e68add9,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,94f77af9-31da-4f78-8067-1a6c2708c277,2023-10-22 08:21:10.639,2023-10-22 08:44:57.744,"{\"name\": \"Yearly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
0952aadb-1834-414c-bb94-756544803883,679d63bc-b896-480b-be7f-c48780872ba6,d15528b1-831b-4f46-9af9-f0ec2c69e355,2023-10-31 05:39:58.008,2023-10-31 05:54:08.751,"{\"name\": \"Weekly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
9010107a-a1b5-4f7f-b9cb-4b0eafe25098,183bf829-76c2-44c7-8a20-b5c8b073efcb,9aa4cf7f-1a5d-44b7-9455-20035a13d158,2024-03-06 14:11:05.622,2024-03-06 14:14:55.807,"{\"name\": \"Yearly Membership\",\"source\": \"REFERRAL\"}"
a55211af-ebef-4ac7-bac9-be25c2ea3820,dd588b33-76f9-4032-a754-6aa34e26de7b,d4e74256-c151-4e95-b4eb-fb809e3ca536,2023-09-22 19:55:15.654,2023-09-22 20:18:47.849,"{\"name\": \"Weekly Membership\",\"source\": \"REFERRAL\"}"
9ef92827-bbf9-4924-b91d-40b5e0ccd5f6,183bf829-76c2-44c7-8a20-b5c8b073efcb,0cd73d08-a8e8-465e-be89-caf606ddeb67,2024-05-11 22:42:54.439,2024-05-11 22:56:35.325,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
d7455936-559f-403b-8a1e-418be08ec623,dd588b33-76f9-4032-a754-6aa34e26de7b,5825e778-dce4-4aee-b91c-def0a7d39c35,2024-04-30 01:53:23.942,2024-04-30 02:08:42.419,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
1d5fdf23-e6a3-4e86-a740-22ad79eb67b9,679d63bc-b896-480b-be7f-c48780872ba6,5f1ff6d3-d07c-49a7-9138-f5c744a472f5,2024-04-30 15:41:58.328,2024-04-30 15:56:30.896,"{\"name\": \"Yearly Membership\",\"source\": \"WEBPORTAL\"}"
17d9c6e4-3ad0-4b3f-b032-b44291d8fdd1,679d63bc-b896-480b-be7f-c48780872ba6,60dc4e2a-6a6b-4add-a9ed-86c6b36fa5ef,2024-06-17 02:41:01.443,2024-06-17 03:01:40.964,"{\"name\": \"Weekly Membership\",\"source\": \"WEBPORTAL\"}"
3c67c06e-5feb-43c7-97bc-29754e602ec8,679d63bc-b896-480b-be7f-c48780872ba6,ea35cf2d-e9f1-45aa-96ac-e24a1d390c57,2023-12-09 16:51:27.423,2023-12-09 17:10:35.016,"{\"name\": \"Monthly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
9ef92827-bbf9-4924-b91d-40b5e0ccd5f6,183bf829-76c2-44c7-8a20-b5c8b073efcb,0392e8a1-784c-43b5-9e48-81dcf841171e,2024-06-11 12:18:29.606,2024-06-11 12:23:33.052,"{\"name\": \"Yearly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
8d26c0ec-2fcd-4080-a114-3b568ff4224b,183bf829-76c2-44c7-8a20-b5c8b073efcb,d1944ddb-ea6a-4c29-a2fa-27183ee6e810,2024-04-08 03:55:39.928,2024-04-08 04:14:18.250,"{\"name\": \"Weekly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
95a709f1-954d-4531-853b-1a7c9567516e,183bf829-76c2-44c7-8a20-b5c8b073efcb,1e208c79-ac78-4966-9e43-ac1f1d368841,2024-06-24 03:12:21.615,2024-06-24 03:34:14.302,"{\"name\": \"Monthly Membership\",\"source\": \"REFERRAL\"}"
47c8a66c-1f67-49c4-b275-86d357254c35,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,90bc2dd0-75f8-4b1b-b331-fa2aeef05c7e,2024-05-27 09:36:06.785,2024-05-27 09:57:50.164,"{\"name\": \"Yearly Membership\",\"source\": \"REFERRAL\"}"
2653569d-07f8-4729-81e9-ef6a53d11b76,679d63bc-b896-480b-be7f-c48780872ba6,92542c75-f763-42e6-9494-0634efe9034b,2024-01-08 02:35:16.055,2024-01-08 02:51:57.967,"{\"name\": \"Weekly Membership\",\"source\": \"REFERRAL\"}"
54078046-db8b-4c5a-80e2-e51057fe8d8e,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,a327deab-6541-4e16-bb8c-ec5cd5c28833,2023-10-09 05:16:44.081,2023-10-09 05:41:46.420,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
7e8795e8-325f-4e65-970a-e58430316ea7,183bf829-76c2-44c7-8a20-b5c8b073efcb,0b828146-102f-4b43-a68a-b14e3d5c8824,2023-09-05 04:19:47.889,2023-09-05 04:41:37.924,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
77b23c41-48c9-4493-bbf2-40db442cb444,183bf829-76c2-44c7-8a20-b5c8b073efcb,173a56a8-fe0a-4918-ada7-bba188034b9a,2023-11-20 16:39:40.245,2023-11-20 16:43:22.868,"{\"name\": \"Yearly Membership\",\"source\": \"WEBPORTAL\"}"
a309ddfd-b618-4adb-8f29-2fd427e3ad09,dd588b33-76f9-4032-a754-6aa34e26de7b,78370e2c-c4fb-4866-8f16-625b075b4e3e,2024-04-11 11:42:45.041,2024-04-11 12:06:00.945,"{\"name\": \"Weekly Membership\",\"source\": \"WEBPORTAL\"}"
95a709f1-954d-4531-853b-1a7c9567516e,183bf829-76c2-44c7-8a20-b5c8b073efcb,4c83b716-fbc9-4700-ac97-227d831358a3,2023-12-17 17:05:48.319,2023-12-17 17:26:26.150,"{\"name\": \"Monthly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
b6befe13-ba16-4736-bc45-db0b26e77c48,dd588b33-76f9-4032-a754-6aa34e26de7b,14f5e32d-75d4-4e7b-ad2f-8cdd055ed2cd,2023-12-04 03:38:24.139,2023-12-04 03:49:21.228,"{\"name\": \"Yearly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
b9c36c7f-dd96-44f8-88f8-ffdf6be81344,dd588b33-76f9-4032-a754-6aa34e26de7b,13629957-3bf9-4482-940d-20b0adfecb61,2024-01-07 08:17:13.238,2024-01-07 08:21:59.515,"{\"name\": \"Weekly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
24cd9888-b743-49d6-99e0-9dd290f93b7b,679d63bc-b896-480b-be7f-c48780872ba6,e741b484-7bde-415f-b113-97c48b7cf349,2023-10-24 21:40:31.561,2023-10-24 21:44:37.645,"{\"name\": \"Monthly Membership\",\"source\": \"REFERRAL\"}"
101637f3-b6b5-4b5d-9d60-8c05ed03c9d9,679d63bc-b896-480b-be7f-c48780872ba6,146dee63-cf90-4a8d-b054-203a50bb9e71,2024-05-21 17:46:30.878,2024-05-21 17:52:14.090,"{\"name\": \"Yearly Membership\",\"source\": \"REFERRAL\"}"
b9c36c7f-dd96-44f8-88f8-ffdf6be81344,dd588b33-76f9-4032-a754-6aa34e26de7b,9b32b9d3-6a92-4e12-9b8e-b02445435d6c,2023-11-10 06:42:10.503,2023-11-10 06:47:56.724,"{\"name\": \"Weekly Membership\",\"source\": \"REFERRAL\"}"
bd2edd61-412a-433a-9d5a-e3096ee943db,dd588b33-76f9-4032-a754-6aa34e26de7b,de1cde62-3c87-4166-b821-5e2dd24862ab,2024-01-25 02:40:07.593,2024-01-25 03:08:45.368,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
54078046-db8b-4c5a-80e2-e51057fe8d8e,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,712021df-8218-430b-8caf-a4a9dee60ad6,2023-10-10 09:18:25.676,2023-10-10 09:21:31.652,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
b6befe13-ba16-4736-bc45-db0b26e77c48,dd588b33-76f9-4032-a754-6aa34e26de7b,095d9f3c-8c70-4717-8cdc-d02e055a6577,2023-07-14 04:49:36.476,2023-07-14 04:54:39.788,"{\"name\": \"Yearly Membership\",\"source\": \"WEBPORTAL\"}"
b9c36c7f-dd96-44f8-88f8-ffdf6be81344,dd588b33-76f9-4032-a754-6aa34e26de7b,09f4f3be-97c1-4e4c-a815-ee577ec9a881,2023-12-23 09:52:50.008,2023-12-23 10:18:56.146,"{\"name\": \"Weekly Membership\",\"source\": \"WEBPORTAL\"}"
2b5b6b54-0639-42fc-a16d-9dc374639005,679d63bc-b896-480b-be7f-c48780872ba6,6e5411ab-d3b4-4939-bbe1-2f15ae8a17da,2023-08-28 12:22:58.849,2023-08-28 12:39:27.828,"{\"name\": \"Monthly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
a2db8651-cf91-4310-a717-1ebb8074950f,183bf829-76c2-44c7-8a20-b5c8b073efcb,df0548d7-e0b5-4e41-ba30-2d1043a7a5cf,2024-03-31 01:34:50.908,2024-03-31 01:57:31.171,"{\"name\": \"Yearly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
17d9c6e4-3ad0-4b3f-b032-b44291d8fdd1,679d63bc-b896-480b-be7f-c48780872ba6,c211304f-62f4-4957-a755-62b82da5b18b,2024-05-29 23:52:59.668,2024-05-30 00:10:45.414,"{\"name\": \"Weekly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
a2db8651-cf91-4310-a717-1ebb8074950f,183bf829-76c2-44c7-8a20-b5c8b073efcb,9320b091-3d2f-474e-be1a-09ae7e338d4b,2024-04-13 09:37:16.152,2024-04-13 09:43:13.224,"{\"name\": \"Monthly Membership\",\"source\": \"REFERRAL\"}"
010c83a8-5059-45ca-ace6-cdc9b150d2b6,679d63bc-b896-480b-be7f-c48780872ba6,8d3d35df-917b-444d-9925-d1a3a21d4b16,2023-08-02 02:55:20.813,2023-08-02 03:04:37.868,"{\"name\": \"Yearly Membership\",\"source\": \"REFERRAL\"}"
89e7214a-055d-45d6-ad43-cc091da33ca2,183bf829-76c2-44c7-8a20-b5c8b073efcb,3fe543ab-b023-4b2e-85a3-607d641ae5f7,2023-11-29 08:42:15.839,2023-11-29 09:04:54.272,"{\"name\": \"Weekly Membership\",\"source\": \"REFERRAL\"}"
50da1ec7-c569-41b9-abac-1559cb7ac89c,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,feac9c79-3c45-4257-84fe-33f5100ab9ea,2024-04-07 20:56:38.423,2024-04-07 21:05:08.325,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
152fdef4-cde2-4763-8ae2-138b6dc4dbcb,679d63bc-b896-480b-be7f-c48780872ba6,bbed9957-4285-425d-99df-be21f1ae31e4,2023-07-30 19:12:53.199,2023-07-30 19:36:51.428,"{\"name\": \"Weekly Membership\",\"source\": \"WEBPORTAL\"}"
5b8856d8-f1b2-4cd9-baf5-46c37a6130ed,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,47082564-815d-4948-916d-c622fc06f773,2023-10-17 12:56:38.649,2023-10-17 13:07:54.296,"{\"name\": \"Monthly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
993ff139-1fb7-4da7-98e0-62eff86a96e7,183bf829-76c2-44c7-8a20-b5c8b073efcb,afea53c6-a489-42df-8d26-f974ee809239,2024-01-11 23:08:10.184,2024-01-11 23:21:28.850,"{\"name\": \"Yearly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
348a9a95-f1a3-412d-9824-894cd77f1e3a,679d63bc-b896-480b-be7f-c48780872ba6,8a469743-0a1d-4ab6-9be4-b558c9c0431b,2023-10-07 09:18:56.343,2023-10-07 09:20:36.290,"{\"name\": \"Weekly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
152fdef4-cde2-4763-8ae2-138b6dc4dbcb,679d63bc-b896-480b-be7f-c48780872ba6,7315e4f7-f0ef-4edd-a1e2-aab860f66b21,2024-01-15 08:23:33.678,2024-01-15 08:34:56.581,"{\"name\": \"Monthly Membership\",\"source\": \"REFERRAL\"}"
101637f3-b6b5-4b5d-9d60-8c05ed03c9d9,679d63bc-b896-480b-be7f-c48780872ba6,680f6b5e-d29d-40b9-8cee-622ba01f15dd,2023-10-18 02:52:28.787,2023-10-18 03:22:22.105,"{\"name\": \"Yearly Membership\",\"source\": \"REFERRAL\"}"
77b23c41-48c9-4493-bbf2-40db442cb444,183bf829-76c2-44c7-8a20-b5c8b073efcb,210dc92e-3a31-462e-b317-d18ddd631d9f,2024-03-08 06:09:14.535,2024-03-08 06:29:57.350,"{\"name\": \"Weekly Membership\",\"source\": \"REFERRAL\"}"
152fdef4-cde2-4763-8ae2-138b6dc4dbcb,679d63bc-b896-480b-be7f-c48780872ba6,6898ffc2-b515-4c35-b4f7-40e320a5507f,2023-08-01 01:52:56.043,2023-08-01 02:01:23.922,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
77b23c41-48c9-4493-bbf2-40db442cb444,183bf829-76c2-44c7-8a20-b5c8b073efcb,439e7e76-7a95-45ab-8727-4337b45e10cd,2023-12-24 06:38:59.642,2023-12-24 07:02:46.634,"{\"name\": \"Yearly Membership\",\"source\": \"WEBPORTAL\"}"
9010107a-a1b5-4f7f-b9cb-4b0eafe25098,183bf829-76c2-44c7-8a20-b5c8b073efcb,b82e83ee-3fdf-4625-aa95-62f490daa19c,2024-06-02 04:32:58.172,2024-06-02 05:01:31.019,"{\"name\": \"Weekly Membership\",\"source\": \"WEBPORTAL\"}"
bd2edd61-412a-433a-9d5a-e3096ee943db,dd588b33-76f9-4032-a754-6aa34e26de7b,902e2b27-07dd-4e73-ba55-8792eabd0ffb,2024-04-05 16:41:13.841,2024-04-05 16:49:34.824,"{\"name\": \"Monthly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
5b8856d8-f1b2-4cd9-baf5-46c37a6130ed,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,010ed4cb-ec4c-4a2b-8eda-3b904a8017e6,2024-04-02 08:45:54.371,2024-04-02 08:49:27.532,"{\"name\": \"Yearly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
2653569d-07f8-4729-81e9-ef6a53d11b76,679d63bc-b896-480b-be7f-c48780872ba6,5ab4a3f4-ada0-4806-ba38-5cb5a29ac78a,2024-07-03 05:01:41.629,2024-07-03 05:15:41.711,"{\"name\": \"Weekly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
57756acc-a699-4e22-a102-829b7db54e57,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,9f2bb234-0c1c-4fec-870b-ec7eca1b8330,2023-09-25 23:08:03.059,2023-09-25 23:18:44.752,"{\"name\": \"Monthly Membership\",\"source\": \"REFERRAL\"}"
16ee9581-ca73-471b-902c-62b265dd654f,679d63bc-b896-480b-be7f-c48780872ba6,ed5d6262-eaa4-410d-9610-539a9036d652,2024-04-13 02:29:19.703,2024-04-13 02:40:27.561,"{\"name\": \"Yearly Membership\",\"source\": \"REFERRAL\"}"
5dc072a6-d336-46a9-803f-3ecc4e5fdcaf,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,f855b0af-9571-4a74-9f88-45ab0216bace,2024-05-17 17:17:28.218,2024-05-17 17:31:40.901,"{\"name\": \"Weekly Membership\",\"source\": \"REFERRAL\"}"
